barangay,city,province,region,urban_or_rural,population_2020
Ninikat Ng Pag-Asa ,Lubang,Occidental Mindoro,MIMAROPA Region,R, 415 
Mabini,San Jose,Occidental Mindoro,MIMAROPA Region,R," 3,518 "
Mapaya,San Jose,Occidental Mindoro,MIMAROPA Region,U," 8,665 "
San Juan,Bulalacao,Oriental Mindoro,MIMAROPA Region,R," 3,730 "
Buhay Na Tubig,Pola,Oriental Mindoro,MIMAROPA Region,R," 1,055 "
Jose Rizal,Aborlan,Palawan,MIMAROPA Region,R," 1,519 "
Malis,Brooke'S Point,Palawan,MIMAROPA Region,R," 3,625 "
Burabod,Culion,Palawan,MIMAROPA Region,R, 961 
Poblacion,Cajidiocan,Romblon,MIMAROPA Region,R," 1,838 "
Bagacay,Romblon ,Romblon,MIMAROPA Region,R," 2,652 "
Barangay 13 ,Bacacay,Albay,Region V (Bicol Region),R," 1,428 "
Visita,City of Tabaco,Albay,Region V (Bicol Region),R," 1,579 "
San Isidro,San Lorenzo Ruiz,Camarines Norte,Region V (Bicol Region),R," 1,449 "
Malaya,Labo,Camarines Norte,Region V (Bicol Region),R," 1,930 "
Pangpang,Labo,Camarines Norte,Region V (Bicol Region),R, 676 
Palanas,Paracale,Camarines Norte,Region V (Bicol Region),R," 4,295 "
Santo Niño,Calabanga,Camarines Sur,Region V (Bicol Region),R, 675 
Mabolo,City of Naga,Camarines Sur,Region V (Bicol Region),U," 8,125 "
San Vicente,Pamplona,Camarines Sur,Region V (Bicol Region),R," 4,260 "
Cotmo,San Fernando,Camarines Sur,Region V (Bicol Region),R," 1,100 "
Salvacion,Baras,Catanduanes,Region V (Bicol Region),R, 322 
Quirino,Viga,Catanduanes,Region V (Bicol Region),R, 274 
Hawan Ilaya,Virac ,Catanduanes,Region V (Bicol Region),R, 676 
Ambolong,Aroroy,Masbate,Region V (Bicol Region),R," 4,632 "
San Isidro,Claveria,Masbate,Region V (Bicol Region),R," 1,562 "
Casabangan,Pio V. Corpuz,Masbate,Region V (Bicol Region),R," 1,258 "
Cagdongon,Pilar,Sorsogon,Region V (Bicol Region),R, 972 
Mercedes,Pilar,Sorsogon,Region V (Bicol Region),R," 1,035 "
San Antonio,Santa Magdalena,Sorsogon,Region V (Bicol Region),R," 1,510 "
Alfonso XII,Libacao,Aklan,Region VI (Western Visayas),R," 1,300 "
Laguinbanua East,Numancia,Aklan,Region VI (Western Visayas),U," 2,669 "
Naba,Culasi,Antique,Region VI (Western Visayas),R," 1,633 "
Igbangcal-B,Tobias Fornier,Antique,Region VI (Western Visayas),R, 538 
Igbical,Hamtic,Antique,Region VI (Western Visayas),R, 674 
Aracay,Pandan,Antique,Region VI (Western Visayas),R, 201 
Agbatuan,Dumarao,Capiz,Region VI (Western Visayas),R, 767 
Jelicuon Lusaya,Cabatuan,Iloilo,Region VI (Western Visayas),R, 667 
Poblacion Delgado,Calinog,Iloilo,Region VI (Western Visayas),R," 1,574 "
Cawayan,Carles,Iloilo,Region VI (Western Visayas),R," 2,923 "
Calicuang,Dingle,Iloilo,Region VI (Western Visayas),R," 1,689 "
Fundacion,Dueñas,Iloilo,Region VI (Western Visayas),R, 379 
Matag-ub,Janiuay,Iloilo,Region VI (Western Visayas),R," 1,520 "
Kirayan Tacas,Miagao,Iloilo,Region VI (Western Visayas),R," 1,376 "
Agmanaphao,Mina,Iloilo,Region VI (Western Visayas),R," 1,470 "
Malag-it Pequeño,City of Passi,Iloilo,Region VI (Western Visayas),R, 194 
Salngan,City of Passi,Iloilo,Region VI (Western Visayas),R," 3,155 "
Balabag,Pavia,Iloilo,Region VI (Western Visayas),U," 14,308 "
Cadagmayan Norte,Santa Barbara,Iloilo,Region VI (Western Visayas),R," 2,284 "
Cafe,Santa Barbara,Iloilo,Region VI (Western Visayas),R," 1,366 "
Balud II,Zarraga,Iloilo,Region VI (Western Visayas),R, 908 
San Jose,Binalbagan,Negros Occidental,Region VI (Western Visayas),U," 4,092 "
Barangay II ,Ilog,Negros Occidental,Region VI (Western Visayas),R," 3,236 "
Maytubig,Isabela,Negros Occidental,Region VI (Western Visayas),R," 1,978 "
Canjusa,Pulupandan,Negros Occidental,Region VI (Western Visayas),U," 2,186 "
Old Poblacion,Buenavista,Guimaras,Region VI (Western Visayas),R," 1,226 "
Villarcayo,Carmen,Bohol,Region VII (Central Visayas),R," 1,960 "
Poblacion,Jagna,Bohol,Region VII (Central Visayas),R, 997 
Nagsulay,Lila,Bohol,Region VII (Central Visayas),R," 1,147 "
La Suerte,Pilar,Bohol,Region VII (Central Visayas),R, 791 
Kauswagan,Trinidad,Bohol,Region VII (Central Visayas),R," 2,597 "
Upper Becerril,Boljoon,Cebu,Region VII (Central Visayas),R," 1,435 "
Candabong,Dumanjug,Cebu,Region VII (Central Visayas),R," 1,102 "
Kang-actol,Dumanjug,Cebu,Region VII (Central Visayas),R," 1,474 "
Santa Cruz,Ronda,Cebu,Region VII (Central Visayas),R," 3,573 "
Liburon,San Fernando,Cebu,Region VII (Central Visayas),R," 1,145 "
Kan-an,Tuburan,Cebu,Region VII (Central Visayas),R, 244 
Nagbalaye,Santa Catalina,Negros Oriental,Region VII (Central Visayas),U," 5,829 "
Poblacion III,City of Tanjay,Negros Oriental,Region VII (Central Visayas),R," 2,001 "
Lunga,Valencia,Negros Oriental,Region VII (Central Visayas),R," 1,044 "
Libertad,Dolores,Eastern Samar,Region VIII (Eastern Visayas),R, 676 
Barangay 1 ,Dolores,Eastern Samar,Region VIII (Eastern Visayas),R, 798 
Barangay 9 ,Llorente,Eastern Samar,Region VIII (Eastern Visayas),R, 140 
Cadian,Oras,Eastern Samar,Region VIII (Eastern Visayas),R," 1,193 "
Santa Cruz,Quinapondan,Eastern Samar,Region VIII (Eastern Visayas),R, 839 
Mabuhay,Taft,Eastern Samar,Region VIII (Eastern Visayas),R, 723 
Ibag,Barugo,Leyte,Region VIII (Eastern Visayas),R, 396 
Mahayahay,City of Baybay,Leyte,Region VIII (Eastern Visayas),R, 323 
Tinaguban,Carigara,Leyte,Region VIII (Eastern Visayas),R," 1,330 "
Sta. Mesa Pob.,Dagami,Leyte,Region VIII (Eastern Visayas),R, 608 
Marao,Inopacan,Leyte,Region VIII (Eastern Visayas),R," 1,051 "
General Luna,Macarthur,Leyte,Region VIII (Eastern Visayas),R, 775 
Daja-daku,San Isidro,Leyte,Region VIII (Eastern Visayas),R," 1,824 "
Dao,Gamay,Northern Samar,Region VIII (Eastern Visayas),R," 1,016 "
Guin-on,City of Calbayog,Samar,Region VIII (Eastern Visayas),R," 1,280 "
Bontay,City of Calbayog,Samar,Region VIII (Eastern Visayas),R, 436 
Hinugacan,Gandara,Samar,Region VIII (Eastern Visayas),R, 340 
Marcos,Gandara,Samar,Region VIII (Eastern Visayas),R, 143 
Tabay,Hinabangan,Samar,Region VIII (Eastern Visayas),R, 356 
Gallego,Tarangnan,Samar,Region VIII (Eastern Visayas),R, 438 
Pangdan,Zumarraga,Samar,Region VIII (Eastern Visayas),R, 514 
Palongpong,Hinunangan,Southern Leyte,Region VIII (Eastern Visayas),R, 488 
Pandan,Liloan,Southern Leyte,Region VIII (Eastern Visayas),R, 756 
Cabadiangan,City of Maasin ,Southern Leyte,Region VIII (Eastern Visayas),R, 440 
Tabunan,Almeria,Biliran,Region VIII (Eastern Visayas),R, 821 
Makiang,Siocon,Zamboanga del Norte,Region IX (Zamboanga Peninsula),R," 2,090 "
Muricay,City of Pagadian ,Zamboanga del Sur,Region IX (Zamboanga Peninsula),R," 3,367 "
Songgoy,San Pablo,Zamboanga del Sur,Region IX (Zamboanga Peninsula),R, 830 
Barandias,Pangantucan,Bukidnon,Region X (Northern Mindanao),R," 2,623 "
Mahayag,Quezon,Bukidnon,Region X (Northern Mindanao),R," 1,463 "
Malayanan,San Fernando,Bukidnon,Region X (Northern Mindanao),R," 1,126 "
Bug-ong,Mambajao ,Camiguin,Region X (Northern Mindanao),R," 1,230 "
Mamalad,Calamba,Misamis Occidental,Region X (Northern Mindanao),R, 547 
Sibula,Lopez Jaena,Misamis Occidental,Region X (Northern Mindanao),R," 1,436 "
Dullan Norte,City of Oroquieta ,Misamis Occidental,Region X (Northern Mindanao),R, 652 
Gotokan Daku,City of Ozamiz,Misamis Occidental,Region X (Northern Mindanao),R, 440 
Malaubang,City of Ozamiz,Misamis Occidental,Region X (Northern Mindanao),U," 9,125 "
San Apolinario,City of Tangub,Misamis Occidental,Region X (Northern Mindanao),R," 1,608 "
Lunotan,City of Gingoog,Misamis Oriental,Region X (Northern Mindanao),R," 1,945 "
Moog,Laguindingan,Misamis Oriental,Region X (Northern Mindanao),R," 1,176 "
Balintad,Manticao,Misamis Oriental,Region X (Northern Mindanao),R, 611 
Gabuyan,Kapalong,Davao del Norte,Region XI (Davao Region),U," 5,518 "
Dacudao,San Isidro,Davao del Norte,Region XI (Davao Region),R," 1,581 "
Araibo,Pantukan,Davao de Oro,Region XI (Davao Region),R," 2,531 "
Kalasuyan,City of Kidapawan ,Cotabato,Region XII (SOCCSKSARGEN),R," 4,140 "
Poblacion B,M'Lang,Cotabato,Region XII (SOCCSKSARGEN),R," 4,128 "
Dumaguil,Norala,South Cotabato,Region XII (SOCCSKSARGEN),R," 2,270 "
Poblacion,Polomolok,South Cotabato,Region XII (SOCCSKSARGEN),U," 51,490 "
Lunen,Tupi,South Cotabato,Region XII (SOCCSKSARGEN),R," 3,321 "
Poblacion,Santo Niño,South Cotabato,Region XII (SOCCSKSARGEN),U," 10,688 "
Eday,Columbio,Sultan Kudarat,Region XII (SOCCSKSARGEN),R, 863 
Capilan,Lebak,Sultan Kudarat,Region XII (SOCCSKSARGEN),R," 2,817 "
Barurao II,Lebak,Sultan Kudarat,Region XII (SOCCSKSARGEN),R," 2,195 "
Sagap,Bangued ,Abra,Cordillera Administrative Region (CAR),R, 797 
Daoidao,San Juan,Abra,Cordillera Administrative Region (CAR),R, 177 
Bagtayan,Pasil,Kalinga,Cordillera Administrative Region (CAR),R, 493 
Upper Bangad,Tinglayan,Kalinga,Cordillera Administrative Region (CAR),R, 536 
Angkeling,Sagada,Mountain Province,Cordillera Administrative Region (CAR),R," 1,023 "
Balasi,Flora,Apayao,Cordillera Administrative Region (CAR),R, 287 
Rosario,Las Nieves,Agusan del Norte,Region XIII (Caraga),R," 1,622 "
Amontay,Nasipit,Agusan del Norte,Region XIII (Caraga),U," 1,920 "
La Fraternidad,Tubay,Agusan del Norte,Region XIII (Caraga),U," 2,343 "
Sinakungan,Esperanza,Agusan del Sur,Region XIII (Caraga),R, 443 
Bataan,La Paz,Agusan del Sur,Region XIII (Caraga),R," 2,051 "
Montserrat,Dapa,Surigao del Norte,Region XIII (Caraga),R, 509 
San Jose ,Del Carmen,Surigao del Norte,Region XIII (Caraga),R," 1,853 "
Roxas,Mainit,Surigao del Norte,Region XIII (Caraga),R," 1,601 "
Javier,Barobo,Surigao del Sur,Region XIII (Caraga),R," 3,694 "
Cabasaran,Madalum,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R, 987 
Diamaro,Malabang,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R, 867 
Matling,Malabang,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 1,233 "
Kialdan,Marantao,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 1,042 "
Macadaag Talaguian,Masiu,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 1,043 "
Lumbatan Ramain,Ditsaan-Ramain,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R, 796 
Cayagan,Tugaya,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 1,501 "
Kilikili West,Wao,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 3,159 "
Lumbac,Maguing,Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R, 606 
Simbahan ,Pangutaran,Sulu,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),U," 5,636 "
Kan Ague,Patikul,Sulu,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 1,780 "
Sucuban,Omar,Sulu,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 3,180 "
Pasiagan,Bongao ,Tawi-Tawi,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),R," 3,786 "
Rosary Heights X,City of Cotabato,Maguindanao del Norte,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),U," 16,597 "
Camanga,Badoc,Ilocos Norte,Region I (Ilocos Region),R," 1,213 "
San Julian Norte,Agoo,La Union,Region I (Ilocos Region),R, 740 
Buselbusel,Luna,La Union,Region I (Ilocos Region),R," 1,115 "
Barangay I ,City of San Fernando ,La Union,Region I (Ilocos Region),U," 1,897 "
Cabugnayan,San Juan,La Union,Region I (Ilocos Region),R," 1,005 "
Poblacion West,Agno,Pangasinan,Region I (Ilocos Region),R," 1,214 "
Amandiego,City of Alaminos,Pangasinan,Region I (Ilocos Region),R," 1,803 "
Doyong,Calasiao,Pangasinan,Region I (Ilocos Region),U," 3,957 "
Guiguilonen,Mangaldan,Pangasinan,Region I (Ilocos Region),U," 3,452 "
Buenglat,City of San Carlos,Pangasinan,Region I (Ilocos Region),R," 1,993 "
Lebueg,Laoac,Pangasinan,Region I (Ilocos Region),R," 2,256 "
Daan-Ili,Allacapan,Cagayan,Region II (Cagayan Valley),R," 1,870 "
San Isidro,Iguig,Cagayan,Region II (Cagayan Valley),R," 1,110 "
Ignacio Jurado,Lasam,Cagayan,Region II (Cagayan Valley),R," 1,709 "
Bidduang,Pamplona,Cagayan,Region II (Cagayan Valley),R," 2,166 "
Culung,Tuao,Cagayan,Region II (Cagayan Valley),R," 2,183 "
Raniag,Burgos,Isabela,Region II (Cagayan Valley),R, 795 
Roxas Pob.,Cordon,Isabela,Region II (Cagayan Valley),R, 897 
Bucal Sur,Dinapigue,Isabela,Region II (Cagayan Valley),R, 861 
Angoluan,Echague,Isabela,Region II (Cagayan Valley),R," 1,022 "
Cabeseria 27,City of Ilagan ,Isabela,Region II (Cagayan Valley),R," 1,011 "
Canadam,Maconacon,Isabela,Region II (Cagayan Valley),R, 150 
Bubug,Santo Tomas,Isabela,Region II (Cagayan Valley),R," 1,220 "
Bagumbayan,Dupax del Sur,Nueva Vizcaya,Region II (Cagayan Valley),R, 963 
Wacal,Solano,Nueva Vizcaya,Region II (Cagayan Valley),R," 1,296 "
Ocapon,Villaverde,Nueva Vizcaya,Region II (Cagayan Valley),R, 998 
Santa Cruz ,Angat,Bulacan,Region III (Central Luzon),U," 5,875 "
Saog,Marilao,Bulacan,Region III (Central Luzon),U," 15,612 "
San Antonio,Cabiao,Nueva Ecija,Region III (Central Luzon),R," 2,340 "
Villa Isla,Science City of Muñoz,Nueva Ecija,Region III (Central Luzon),R," 2,686 "
Ganduz,Pantabangan,Nueva Ecija,Region III (Central Luzon),R," 2,492 "
Paguiruan,Floridablanca,Pampanga,Region III (Central Luzon),U," 6,907 "
Corazon de Jesus,Concepcion,Tarlac,Region III (Central Luzon),R," 2,111 "
Atencio,Moncada,Tarlac,Region III (Central Luzon),R, 761 
Nagbunga,Castillejos,Zambales,Region III (Central Luzon),U," 6,962 "
South Poblacion,Masinloc,Zambales,Region III (Central Luzon),R," 4,403 "
Bagtu,Maria Aurora,Aurora,Region III (Central Luzon),R, 849 
Estonilo,Maria Aurora,Aurora,Region III (Central Luzon),R, 900 
Santo Tomas,Agoncillo,Batangas,Region IV-A (CALABARZON),R, 803 
Lucban Putol,Balayan,Batangas,Region IV-A (CALABARZON),R," 1,889 "
Haligue Kanluran,Batangas City ,Batangas,Region IV-A (CALABARZON),R," 1,210 "
Barangay 6 ,Batangas City ,Batangas,Region IV-A (CALABARZON),R," 1,810 "
Barangay 2 ,Laurel,Batangas,Region IV-A (CALABARZON),R," 1,656 "
Pinaghawanan,Lobo,Batangas,Region IV-A (CALABARZON),R, 404 
Barangay X ,Amadeo,Cavite,Region IV-A (CALABARZON),R, 353 
Anahaw I,Silang,Cavite,Region IV-A (CALABARZON),U," 5,228 "
Bayog,Los Baños,Laguna,Region IV-A (CALABARZON),U," 11,613 "
Amonoy,Majayjay,Laguna,Region IV-A (CALABARZON),R, 150 
Balayong,Nagcarlan,Laguna,Region IV-A (CALABARZON),R, 331 
Ilaya del Norte ,Paete,Laguna,Region IV-A (CALABARZON),R," 2,392 "
Laguio,Siniloan,Laguna,Region IV-A (CALABARZON),R, 797 
San Roque ,Victoria,Laguna,Region IV-A (CALABARZON),U," 10,852 "
Buenavista,Buenavista,Quezon,Region IV-A (CALABARZON),R, 286 
San Andres,Candelaria,Quezon,Region IV-A (CALABARZON),U," 5,823 "
Manlayaan,Gumaca,Quezon,Region IV-A (CALABARZON),R, 853 
Villa Arcaya,Gumaca,Quezon,Region IV-A (CALABARZON),R," 2,091 "
Alitas,Infanta,Quezon,Region IV-A (CALABARZON),R," 1,124 "
Sumalang,Lopez,Quezon,Region IV-A (CALABARZON),R, 384 
Barangay 4 ,Mulanay,Quezon,Region IV-A (CALABARZON),R, 920 
Kilogan,Patnanungan,Quezon,Region IV-A (CALABARZON),R," 1,246 "
Briones,San Antonio,Quezon,Region IV-A (CALABARZON),R," 1,852 "
San Diego,Tagkawayan,Quezon,Region IV-A (CALABARZON),R, 511 
Sampad,Cardona,Rizal,Region IV-A (CALABARZON),R," 2,271 "
Guitnang Bayan I ,San Mateo,Rizal,Region IV-A (CALABARZON),U," 35,121 "
Malayak,Mogpog,Marinduque,MIMAROPA Region,R, 248 
Labangan Poblacion,San Jose,Occidental Mindoro,MIMAROPA Region,U," 9,596 "
San Rafael,Busuanga,Palawan,MIMAROPA Region,R, 851 
Iraan,Roxas,Palawan,MIMAROPA Region,R, 656 
Danao Sur,Santa Fe,Romblon,MIMAROPA Region,R, 786 
Barangay 3 ,Camalig,Albay,Region V (Bicol Region),R, 587 
Poblacion,Guinobatan,Albay,Region V (Bicol Region),U," 1,135 "
San Ramon,Pamplona,Camarines Sur,Region V (Bicol Region),R," 1,882 "
Panaytayan,Ragay,Camarines Sur,Region V (Bicol Region),R," 2,327 "
Poblacion,Siruma,Camarines Sur,Region V (Bicol Region),R," 1,966 "
San Juan ,Panganiban,Catanduanes,Region V (Bicol Region),R, 171 
Eastern Capsay,Baleno,Masbate,Region V (Bicol Region),R," 1,056 "
Sambulawan,Mobo,Masbate,Region V (Bicol Region),R, 378 
Tabuc,Mobo,Masbate,Region V (Bicol Region),R," 2,686 "
Daraga,Placer,Masbate,Region V (Bicol Region),R," 3,138 "
Macawayan,Irosin,Sorsogon,Region V (Bicol Region),R," 3,187 "
Salog ,City of Sorsogon ,Sorsogon,Region V (Bicol Region),U," 2,811 "
Mina-a,Ibajay,Aklan,Region VI (Western Visayas),R, 708 
Igbarawan,Patnongon,Antique,Region VI (Western Visayas),R," 1,724 "
Tigbaboy,Tibiao,Antique,Region VI (Western Visayas),R, 397 
Quinat-uyan,Ma-Ayon,Capiz,Region VI (Western Visayas),R," 1,101 "
Baye,Mambusao,Capiz,Region VI (Western Visayas),R, 874 
Cadio,Panitan,Capiz,Region VI (Western Visayas),R," 1,165 "
San Pedro,Pontevedra,Capiz,Region VI (Western Visayas),R," 1,442 "
Rizal Norte,Tapaz,Capiz,Region VI (Western Visayas),R, 315 
Abang-abang,Alimodian,Iloilo,Region VI (Western Visayas),R, 361 
Vista Alegre,Anilao,Iloilo,Region VI (Western Visayas),R, 939 
Gimamanay,Balasan,Iloilo,Region VI (Western Visayas),R," 1,100 "
Guiso,Calinog,Iloilo,Region VI (Western Visayas),R, 876 
Sarawag,Janiuay,Iloilo,Region VI (Western Visayas),R, 655 
Panginman,Leon,Iloilo,Region VI (Western Visayas),R, 473 
DELCAR Pob.,Maasin,Iloilo,Region VI (Western Visayas),R, 899 
Naslo-Bucao,Maasin,Iloilo,Region VI (Western Visayas),R," 1,413 "
Piandaan East,Maasin,Iloilo,Region VI (Western Visayas),R, 227 
Pungtod Monteclaro,Miagao,Iloilo,Region VI (Western Visayas),R, 320 
Palje,San Enrique,Iloilo,Region VI (Western Visayas),R, 459 
Dalid,Santa Barbara,Iloilo,Region VI (Western Visayas),R, 670 
Sicaba,City of Cadiz,Negros Occidental,Region VI (Western Visayas),R," 4,262 "
Santo Niño,Enrique B. Magalona,Negros Occidental,Region VI (Western Visayas),R," 2,042 "
Plaridel,City of Sagay,Negros Occidental,Region VI (Western Visayas),R," 2,493 "
San Miguel,Danao,Bohol,Region VII (Central Visayas),R, 528 
Lapsaon,Dimiao,Bohol,Region VII (Central Visayas),R, 487 
San Antonio,Sagbayan,Bohol,Region VII (Central Visayas),R," 1,083 "
San Vicente,San Miguel,Bohol,Region VII (Central Visayas),R," 1,056 "
Taloto,City of Tagbilaran ,Bohol,Region VII (Central Visayas),U," 6,383 "
Villanueva,Tubigon,Bohol,Region VII (Central Visayas),R, 726 
Guintabo-an,Ubay,Bohol,Region VII (Central Visayas),R, 769 
Santa Rita,Asturias,Cebu,Region VII (Central Visayas),R," 1,292 "
Tolotolo,Consolacion,Cebu,Region VII (Central Visayas),R," 4,072 "
Villahermosa,Pilar,Cebu,Region VII (Central Visayas),R," 1,177 "
Batad,San Remigio,Cebu,Region VII (Central Visayas),R," 1,839 "
Takay,Sogod,Cebu,Region VII (Central Visayas),R," 1,323 "
Cambaguio,City of Bais,Negros Oriental,Region VII (Central Visayas),R," 1,371 "
Mabuhay,Santa Catalina,Negros Oriental,Region VII (Central Visayas),R," 1,770 "
Barangay 6 ,Giporlos,Eastern Samar,Region VIII (Eastern Visayas),R, 490 
Asgad,Salcedo,Eastern Samar,Region VIII (Eastern Visayas),R, 435 
Santo Niño,Bato,Leyte,Region VIII (Eastern Visayas),R, 336 
Poblacion District V,Burauen,Leyte,Region VIII (Eastern Visayas),R, 739 
Paraiso,Dagami,Leyte,Region VIII (Eastern Visayas),R," 1,074 "
Barangay East,Ormoc City,Leyte,Region VIII (Eastern Visayas),-," 2,444 "
Geracdo,Las Navas,Northern Samar,Region VIII (Eastern Visayas),R, 387 
Magsaysay,Las Navas,Northern Samar,Region VIII (Eastern Visayas),R, 816 
Poblacion District 1,Pambujan,Northern Samar,Region VIII (Eastern Visayas),R," 3,783 "
Deit De Turag,Silvino Lobos,Northern Samar,Region VIII (Eastern Visayas),R, 604 
Imelda,Silvino Lobos,Northern Samar,Region VIII (Eastern Visayas),R, 210 
Nouvelas Occidental,Basey,Samar,Region VIII (Eastern Visayas),R," 1,294 "
Villahermosa,City of Calbayog,Samar,Region VIII (Eastern Visayas),R, 669 
Barangay 1 ,Calbiga,Samar,Region VIII (Eastern Visayas),R, 360 
Lobelobe,Santo Niño,Samar,Region VIII (Eastern Visayas),R, 377 
Nueva Esperanza,Hinunangan,Southern Leyte,Region VIII (Eastern Visayas),R, 724 
Poblacion Ubos,Pintuyan,Southern Leyte,Region VIII (Eastern Visayas),R, 559 
Salvacion,Sogod,Southern Leyte,Region VIII (Eastern Visayas),R, 724 
Tamarindo,Almeria,Biliran,Region VIII (Eastern Visayas),R," 1,261 "
Del Pilar,Piñan,Zamboanga del Norte,Region IX (Zamboanga Peninsula),R," 1,471 "
Banbanan,Pres. Manuel A. Roxas,Zamboanga del Norte,Region IX (Zamboanga Peninsula),R," 1,005 "
Puliran,Sibuco,Zamboanga del Norte,Region IX (Zamboanga Peninsula),R," 1,218 "
Deporehan,Bayog,Zamboanga del Sur,Region IX (Zamboanga Peninsula),R, 697 
Bagong Argao,Molave,Zamboanga del Sur,Region IX (Zamboanga Peninsula),R," 1,260 "
Mejo,Diplahan,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),R, 912 
Tigbangagan,Kabasalan,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),R," 1,412 "
Solar ,Olutanga,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),U," 9,263 "
San Vicente,Payao,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),R, 704 
Gomotoc,Titay,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),R, 651 
Balangigay,Kitaotao,Bukidnon,Region X (Northern Mindanao),R," 1,012 "
Manalog,City of Malaybalay ,Bukidnon,Region X (Northern Mindanao),R," 1,035 "
Baroy Daku,Baroy,Lanao del Norte,Region X (Northern Mindanao),R," 1,371 "
Dibarosan,Pantar,Lanao del Norte,Region X (Northern Mindanao),R, 851 
Tabid,City of Ozamiz,Misamis Occidental,Region X (Northern Mindanao),R," 3,911 "
Nueva Vista,Don Victoriano Chiongbian,Misamis Occidental,Region X (Northern Mindanao),R," 1,002 "
Tuod,Manticao,Misamis Oriental,Region X (Northern Mindanao),R," 2,920 "
Camoning,Asuncion,Davao del Norte,Region XI (Davao Region),R," 3,233 "
Guihing,Hagonoy,Davao del Sur,Region XI (Davao Region),U," 11,439 "
Litos,Sulop,Davao del Sur,Region XI (Davao Region),R, 704 
Tiblawan,Governor Generoso,Davao Oriental,Region XI (Davao Region),R," 4,538 "
Bagumba,Midsayap,Cotabato,Region XII (SOCCSKSARGEN),R," 1,462 "
Dalipe,M'Lang,Cotabato,Region XII (SOCCSKSARGEN),R," 3,294 "
Nomoh,Maasim,Sarangani,Region XII (SOCCSKSARGEN),R," 3,226 "
Cabaruyan,Daguioman,Abra,Cordillera Administrative Region (CAR),R, 482 
